;Taxid;Species_name;Superorder;Protein ID;Bit score;Ratio;SET;KRAB;SSXRD;ZF;Best_Match
89;105785;Cryptotermes secundus;Polyneoptera;XP_023726432.1;0;0;1;0;0;6;MDS1
90;7263;Drosophila arizonae;Endopterygota;XP_017861798.1;0;0;1;0;0;5;PRDM1
91;7263;Drosophila arizonae;Endopterygota;XP_017861794.1;0;0;1;0;0;5;PRDM1
92;7263;Drosophila arizonae;Endopterygota;XP_017861795.1;0;0;1;0;0;5;PRDM1
93;7263;Drosophila arizonae;Endopterygota;XP_017861796.1;0;0;1;0;0;5;PRDM1
94;7263;Drosophila arizonae;Endopterygota;XP_017861797.1;0;0;1;0;0;5;PRDM1
95;7263;Drosophila arizonae;Endopterygota;XP_017869014.1;0;0;1;0;0;2;PRDM5
96;7263;Drosophila arizonae;Endopterygota;XP_017860091.1;0;0;1;0;0;0;PRDM2
97;2848635;Drosophila setifemur;Endopterygota;KAH8379846.1;0;0;1;0;0;5;PRDM1
98;2848635;Drosophila setifemur;Endopterygota;KAH8412836.1;0;0;1;0;0;6;PRD14
99;307491;Aphis glycines;Paraneoptera;KAE9533258.1;0;0;1;0;0;4;PRDM1
100;307491;Aphis glycines;Paraneoptera;KAE9532581.1;0;0;1;0;0;4;PRDM1
101;307491;Aphis glycines;Paraneoptera;KAE9539587.1;0;0;1;0;0;3;PRDM8
102;307491;Aphis glycines;Paraneoptera;KAE9542858.1;0;0;1;0;0;3;PRD10
103;2448451;Nomia melanderi;Endopterygota;XP_031829350.1;0;0;1;0;0;3;PRD10
104;2448451;Nomia melanderi;Endopterygota;XP_031829352.1;0;0;1;0;0;3;PRD10
105;2448451;Nomia melanderi;Endopterygota;XP_031829353.1;0;0;1;0;0;3;PRD10
106;2448451;Nomia melanderi;Endopterygota;XP_031845883.1;0;0;1;0;0;2;PRDM4
107;2448451;Nomia melanderi;Endopterygota;XP_031845479.1;0;0;1;0;0;4;PRDM1
108;2448451;Nomia melanderi;Endopterygota;XP_031845490.1;0;0;1;0;0;0;PRDM1
109;2448451;Nomia melanderi;Endopterygota;XP_031841050.1;0;0;1;0;0;6;PRDM2
110;2448451;Nomia melanderi;Endopterygota;XP_031848041.1;0;0;1;0;0;5;PRD10
111;2448451;Nomia melanderi;Endopterygota;XP_031825951.1;0;0;1;0;0;3;PRD16
112;139047;Anopheles bellator;Endopterygota;XP_058066134.1;0;0;1;0;0;5;PRDM1
113;139047;Anopheles bellator;Endopterygota;XP_058055852.1;0;0;1;0;0;3;PRD15
114;139047;Anopheles bellator;Endopterygota;XP_058063196.1;0;0;1;0;0;2;PRDM6
115;139047;Anopheles bellator;Endopterygota;XP_058059566.1;0;0;1;0;0;6;PRDM2
116;139047;Anopheles bellator;Endopterygota;XP_058059432.1;0;0;1;0;0;6;PRDM1
117;139047;Anopheles bellator;Endopterygota;XP_058060277.1;0;0;1;0;0;6;PRDM1
118;597456;Habropoda laboriosa;Endopterygota;XP_017789961.1;0;0;1;0;0;5;PRDM1
119;597456;Habropoda laboriosa;Endopterygota;XP_017798179.1;0;0;1;0;0;7;PRD10
120;597456;Habropoda laboriosa;Endopterygota;XP_017798531.1;0;0;1;0;0;2;PRDM4
121;597456;Habropoda laboriosa;Endopterygota;XP_017789441.1;0;0;1;0;0;6;PRDM5
122;597456;Habropoda laboriosa;Endopterygota;XP_017794719.1;0;0;1;0;0;5;PRD10
123;597456;Habropoda laboriosa;Endopterygota;XP_017790228.1;0;0;1;0;0;3;PRDM2
124;1163345;Diorhabda carinulata;Endopterygota;XP_057653138.1;0;0;1;0;0;4;PRDM1
125;1163345;Diorhabda carinulata;Endopterygota;XP_057653135.1;0;0;1;0;0;4;PRDM1
126;1163345;Diorhabda carinulata;Endopterygota;XP_057653136.1;0;0;1;0;0;4;PRDM1
127;1163345;Diorhabda carinulata;Endopterygota;XP_057653137.1;0;0;1;0;0;4;PRDM1
128;1163345;Diorhabda carinulata;Endopterygota;XP_057665353.1;0;0;1;0;0;5;PRD15
129;1163345;Diorhabda carinulata;Endopterygota;XP_057653283.1;0;0;1;0;0;3;PRD10
130;1163345;Diorhabda carinulata;Endopterygota;XP_057660548.1;0;0;1;0;0;1;PRDM1
131;1163345;Diorhabda carinulata;Endopterygota;XP_057655265.1;0;0;1;0;0;8;PRDM5
132;1163345;Diorhabda carinulata;Endopterygota;XP_057655264.1;0;0;1;0;0;8;PRDM5
133;1163345;Diorhabda carinulata;Endopterygota;XP_057655624.1;0;0;1;0;0;5;PRDM5
134;309927;Zaprionus bogoriensis;Endopterygota;KAH8418255.1;0;0;1;0;0;5;PRDM1
135;309927;Zaprionus bogoriensis;Endopterygota;KAH8418966.1;0;0;1;0;0;2;PRDM5
136;309927;Zaprionus bogoriensis;Endopterygota;KAH8419279.1;0;0;1;0;0;7;PRD14
137;168631;Chilo suppressalis;Endopterygota;CAH0407758.1;0;0;1;0;0;4;PRDM1
138;168631;Chilo suppressalis;Endopterygota;CAH0400922.1;0;0;1;0;0;8;PRD14
139;168631;Chilo suppressalis;Endopterygota;CAH0692732.1;0;0;1;0;0;5;PRDM6
140;7141;Choristoneura fumiferana;Endopterygota;KAI8428891.1;0;0;1;0;0;0;PRDM1
141;7141;Choristoneura fumiferana;Endopterygota;KAI8428890.1;0;0;1;0;0;4;PRDM1
142;7141;Choristoneura fumiferana;Endopterygota;KAI8428892.1;0;0;1;0;0;4;PRDM1
143;7141;Choristoneura fumiferana;Endopterygota;KAI8431773.1;68.2;1.1217105263157896;1;0;1;6;PRDM9
144;7141;Choristoneura fumiferana;Endopterygota;KAI8431774.1;68.2;1.1217105263157896;1;0;0;6;PRDM9
145;7141;Choristoneura fumiferana;Endopterygota;KAI8431775.1;68.2;1.1217105263157896;1;0;0;6;PRDM9
146;7141;Choristoneura fumiferana;Endopterygota;KAI8439511.1;0;0;1;0;0;6;PRDM2
147;7141;Choristoneura fumiferana;Endopterygota;KAI8422230.1;0;0;1;0;0;1;PRD15
148;7141;Choristoneura fumiferana;Endopterygota;KAI8422727.1;0;0;1;0;0;5;PRD10
149;78633;Pieris napi;Endopterygota;XP_047522677.1;118.0;1.1683168316831682;1;0;1;0;PRDM9
150;78633;Pieris napi;Endopterygota;XP_047514572.1;0;0;1;0;0;4;PRDM1
151;78633;Pieris napi;Endopterygota;XP_047514569.1;0;0;1;0;0;4;PRDM1
152;78633;Pieris napi;Endopterygota;XP_047514570.1;0;0;1;0;0;4;PRDM1
153;78633;Pieris napi;Endopterygota;XP_047514571.1;0;0;1;0;0;4;PRDM1
154;78633;Pieris napi;Endopterygota;XP_047521598.1;0;0;1;0;0;7;PRDM2
155;78633;Pieris napi;Endopterygota;XP_047521595.1;0;0;1;0;0;7;PRDM2
156;78633;Pieris napi;Endopterygota;XP_047521597.1;0;0;1;0;0;6;PRDM2
157;78633;Pieris napi;Endopterygota;XP_047507408.1;0;0;1;0;0;5;PRD14
158;313031;Hylaeus anthracinus;Endopterygota;XP_054010178.1;0;0;1;0;0;2;PRDM1
159;313031;Hylaeus anthracinus;Endopterygota;XP_054010173.1;0;0;1;0;0;2;PRDM1
160;313031;Hylaeus anthracinus;Endopterygota;XP_054010175.1;0;0;1;0;0;2;PRDM1
161;313031;Hylaeus anthracinus;Endopterygota;XP_054010176.1;0;0;1;0;0;2;PRDM1
162;313031;Hylaeus anthracinus;Endopterygota;XP_054010177.1;0;0;1;0;0;2;PRDM1
163;313031;Hylaeus anthracinus;Endopterygota;XP_054003942.1;0;0;1;0;0;3;PRD10
164;313031;Hylaeus anthracinus;Endopterygota;XP_054003943.1;0;0;1;0;0;3;PRD10
165;313031;Hylaeus anthracinus;Endopterygota;XP_054009030.1;0;0;1;0;0;2;PRDM1
166;313031;Hylaeus anthracinus;Endopterygota;XP_054007090.1;0;0;1;0;0;6;PRDM1
167;43146;Rhopalosiphum maidis;Paraneoptera;XP_026822511.1;0;0;1;0;0;4;PRDM1
168;43146;Rhopalosiphum maidis;Paraneoptera;XP_026822845.1;0;0;1;0;0;2;PRD10
169;43146;Rhopalosiphum maidis;Paraneoptera;XP_026822509.1;0;0;1;0;0;4;PRDM1
170;43146;Rhopalosiphum maidis;Paraneoptera;XP_026822510.1;0;0;1;0;0;4;PRDM1
171;43146;Rhopalosiphum maidis;Paraneoptera;XP_026814792.1;0;0;1;0;0;6;PRD14
172;43146;Rhopalosiphum maidis;Paraneoptera;XP_026814785.1;0;0;1;0;0;6;PRD14
173;43146;Rhopalosiphum maidis;Paraneoptera;XP_026816445.1;0;0;1;0;0;5;PRDM6
174;43146;Rhopalosiphum maidis;Paraneoptera;XP_026816444.1;0;0;1;0;0;6;PRDM6
175;193234;Drosophila pseudotakahashii;Endopterygota;KAH8364662.1;0;0;1;0;0;5;PRDM1
176;193234;Drosophila pseudotakahashii;Endopterygota;KAH8368215.1;0;0;1;0;0;2;PRDM5
177;193234;Drosophila pseudotakahashii;Endopterygota;KAH8353509.1;0;0;1;0;0;6;PRD10
178;63699;Gonioctena quinquepunctata;Endopterygota;KAG5867303.1;64.3;1.0916808149405772;1;1;0;2;PRDM9
179;63699;Gonioctena quinquepunctata;Endopterygota;KAG5867302.1;64.3;1.0916808149405772;1;1;1;2;PRDM9
180;63699;Gonioctena quinquepunctata;Endopterygota;KAG5861325.1;102.0;1.1221122112211221;1;0;0;1;PRDM9
181;63699;Gonioctena quinquepunctata;Endopterygota;KAG5883139.1;0;0;1;0;0;4;PRDM1
182;63699;Gonioctena quinquepunctata;Endopterygota;KAG5895341.1;0;0;1;0;0;1;PRD12
183;63699;Gonioctena quinquepunctata;Endopterygota;KAG5897474.1;0;0;1;0;0;2;PRD10
184;63699;Gonioctena quinquepunctata;Endopterygota;KAG5895338.1;62.4;1.031404958677686;1;0;0;0;PRDM9
185;63699;Gonioctena quinquepunctata;Endopterygota;KAG5876662.1;0;0;1;0;0;6;PRD15
186;63699;Gonioctena quinquepunctata;Endopterygota;KAG5873399.1;0;0;1;0;0;2;PRDM1
187;63699;Gonioctena quinquepunctata;Endopterygota;KAG5889061.1;0;0;1;0;0;0;PRDM5
188;63699;Gonioctena quinquepunctata;Endopterygota;KAG5889063.1;0;0;1;0;0;0;PRDM5
189;63699;Gonioctena quinquepunctata;Endopterygota;KAG5891371.1;0;0;1;0;0;4;PRD14
190;63699;Gonioctena quinquepunctata;Endopterygota;KAG5889062.1;0;0;1;0;0;0;PRDM8
191;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018349624.1;0;0;1;0;0;4;PRDM1
192;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018349625.1;0;0;1;0;0;4;PRDM1
193;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018340322.1;0;0;1;0;0;2;PRDM4
194;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018340321.1;0;0;1;0;0;2;PRDM4
195;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018356610.1;0;0;1;0;0;4;PRD10
196;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018356609.1;0;0;1;0;0;4;PRD10
197;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018355541.1;0;0;1;0;0;7;PRDM2
198;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018355540.1;0;0;1;0;0;7;PRDM2
199;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018355539.1;0;0;1;0;0;7;PRDM2
200;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018348835.1;0;0;1;0;0;3;PRD10
201;34720;Trachymyrmex septentrionalis;Endopterygota;XP_018348826.1;0;0;1;0;0;5;PRD10
202;13191;Pectinophora gossypiella;Endopterygota;XP_049884149.1;121.0;1.174757281553398;1;0;0;9;PRDM9
203;13191;Pectinophora gossypiella;Endopterygota;XP_049884445.1;121.0;1.21;1;0;1;6;PRDM9
204;13191;Pectinophora gossypiella;Endopterygota;XP_049865900.1;0;0;1;0;0;4;PRDM1
205;13191;Pectinophora gossypiella;Endopterygota;XP_049865898.1;0;0;1;0;0;4;PRDM1
206;13191;Pectinophora gossypiella;Endopterygota;XP_049865899.1;0;0;1;0;0;4;PRDM1
207;13191;Pectinophora gossypiella;Endopterygota;XP_049875642.1;0;0;1;0;0;8;PRDM2
208;13191;Pectinophora gossypiella;Endopterygota;XP_049875643.1;0;0;1;0;0;8;PRDM2
209;13191;Pectinophora gossypiella;Endopterygota;XP_049875640.1;0;0;1;0;0;8;PRDM2
210;13191;Pectinophora gossypiella;Endopterygota;XP_049875639.1;0;0;1;0;0;8;PRDM2
211;13191;Pectinophora gossypiella;Endopterygota;XP_049875641.1;0;0;1;0;0;7;PRDM2
212;13191;Pectinophora gossypiella;Endopterygota;XP_049868408.1;0;0;1;0;0;5;PRDM5
213;7244;Drosophila virilis;Endopterygota;XP_032290401.1;0;0;1;0;0;5;PRDM1
214;7244;Drosophila virilis;Endopterygota;XP_032290399.1;0;0;1;0;0;5;PRDM1
215;7244;Drosophila virilis;Endopterygota;XP_032290400.1;0;0;1;0;0;5;PRDM1
216;7244;Drosophila virilis;Endopterygota;XP_032295642.1;0;0;1;0;0;2;PRDM5
217;7244;Drosophila virilis;Endopterygota;XP_032293891.1;0;0;1;0;0;5;PRD14
218;7244;Drosophila virilis;Endopterygota;XP_032293890.1;0;0;1;0;0;6;PRD14
219;7244;Drosophila virilis;Endopterygota;XP_032293889.1;0;0;1;0;0;6;PRD14
220;7244;Drosophila virilis;Endopterygota;XP_032294062.1;0;0;1;0;0;6;PRD15
221;7244;Drosophila virilis;Endopterygota;XP_032294061.1;0;0;1;0;0;6;PRD15
222;325434;Malaya genurostris;Endopterygota;XP_058463267.1;0;0;1;0;0;4;PRDM1
223;325434;Malaya genurostris;Endopterygota;XP_058463262.1;0;0;1;0;0;4;PRDM1
224;325434;Malaya genurostris;Endopterygota;XP_058463263.1;0;0;1;0;0;4;PRDM1
225;325434;Malaya genurostris;Endopterygota;XP_058463264.1;0;0;1;0;0;4;PRDM1
226;325434;Malaya genurostris;Endopterygota;XP_058463265.1;0;0;1;0;0;4;PRDM1
227;325434;Malaya genurostris;Endopterygota;XP_058463266.1;0;0;1;0;0;4;PRDM1
228;325434;Malaya genurostris;Endopterygota;XP_058463261.1;0;0;1;0;0;4;PRDM1
229;325434;Malaya genurostris;Endopterygota;XP_058446331.1;0;0;1;0;0;3;PRD11
230;325434;Malaya genurostris;Endopterygota;XP_058446332.1;0;0;1;0;0;2;PRD11
231;325434;Malaya genurostris;Endopterygota;XP_058443752.1;0;0;1;0;0;0;PRDM1
232;325434;Malaya genurostris;Endopterygota;XP_058443750.1;0;0;1;0;0;0;PRDM1
233;325434;Malaya genurostris;Endopterygota;XP_058443751.1;0;0;1;0;0;0;PRDM1
234;325434;Malaya genurostris;Endopterygota;XP_058443749.1;0;0;1;0;0;0;PRDM1
235;325434;Malaya genurostris;Endopterygota;XP_058453418.1;0;0;1;0;0;6;PRDM1
236;30023;Drosophila elegans;Endopterygota;XP_041564069.1;0;0;1;0;0;5;PRDM1
237;30023;Drosophila elegans;Endopterygota;XP_017129597.1;0;0;1;0;0;5;PRDM1
238;30023;Drosophila elegans;Endopterygota;XP_041564068.1;0;0;1;0;0;5;PRDM1
239;30023;Drosophila elegans;Endopterygota;XP_041566135.1;0;0;1;0;0;2;PRDM5
240;30023;Drosophila elegans;Endopterygota;XP_041566126.1;0;0;1;0;0;0;PRDM5
241;30023;Drosophila elegans;Endopterygota;XP_041566122.1;0;0;1;0;0;2;PRDM5
242;30023;Drosophila elegans;Endopterygota;XP_041566314.1;0;0;1;0;0;6;PRD14
243;30023;Drosophila elegans;Endopterygota;XP_017116995.2;0;0;1;0;0;6;PRD14
244;156304;Ceratina calcarata;Endopterygota;XP_017883833.1;0;0;1;0;0;4;PRDM1
245;156304;Ceratina calcarata;Endopterygota;XP_017883832.1;0;0;1;0;0;4;PRDM1
246;156304;Ceratina calcarata;Endopterygota;XP_017891671.1;0;0;1;0;0;4;PRD10
247;156304;Ceratina calcarata;Endopterygota;XP_026675062.1;0;0;1;0;0;4;PRD10
248;156304;Ceratina calcarata;Endopterygota;XP_017884964.1;0;0;1;0;0;2;PRDM4
249;156304;Ceratina calcarata;Endopterygota;XP_026671588.1;0;0;1;0;0;2;PRDM4
250;156304;Ceratina calcarata;Endopterygota;XP_026671587.1;0;0;1;0;0;2;PRDM4
251;156304;Ceratina calcarata;Endopterygota;XP_026672407.1;0;0;1;0;0;7;PRDM2
252;156304;Ceratina calcarata;Endopterygota;XP_026672406.1;0;0;1;0;0;7;PRDM2
253;156304;Ceratina calcarata;Endopterygota;XP_026672404.1;0;0;1;0;0;7;PRDM2
254;156304;Ceratina calcarata;Endopterygota;XP_017886057.1;0;0;1;0;0;7;PRDM2
255;156304;Ceratina calcarata;Endopterygota;XP_017888924.1;0;0;1;0;0;5;PRD10
256;156304;Ceratina calcarata;Endopterygota;XP_017876451.1;0;0;1;0;0;3;PRD11
257;178035;Dufourea novaeangliae;Endopterygota;XP_015439603.1;0;0;1;0;0;5;PRDM1
258;178035;Dufourea novaeangliae;Endopterygota;XP_015436938.1;0;0;1;0;0;4;PRD10
259;178035;Dufourea novaeangliae;Endopterygota;XP_015438953.1;0;0;1;0;0;2;PRDM1
260;178035;Dufourea novaeangliae;Endopterygota;XP_015433676.1;0;0;1;0;0;7;PRDM2
261;178035;Dufourea novaeangliae;Endopterygota;XP_015430584.1;0;0;1;0;0;5;PRD10
262;1035111;Leguminivora glycinivorella;Endopterygota;XP_048003074.1;123.0;1.2525458248472505;1;0;0;1;PRDM9
263;1035111;Leguminivora glycinivorella;Endopterygota;XP_047989878.1;110.0;1.1995637949836422;1;0;0;9;PRDM9
264;1035111;Leguminivora glycinivorella;Endopterygota;XP_047985851.1;0;0;1;0;0;4;PRDM1
265;1035111;Leguminivora glycinivorella;Endopterygota;XP_047985849.1;0;0;1;0;0;4;PRDM1
266;1035111;Leguminivora glycinivorella;Endopterygota;XP_047985850.1;0;0;1;0;0;4;PRDM1
267;1035111;Leguminivora glycinivorella;Endopterygota;XP_047989881.1;78.6;1.1341991341991342;1;0;0;14;PRDM9
268;1035111;Leguminivora glycinivorella;Endopterygota;XP_047992567.1;0;0;1;0;0;6;PRDM1
269;1035111;Leguminivora glycinivorella;Endopterygota;XP_047985942.1;0;0;1;0;0;5;PRDM4
270;1035111;Leguminivora glycinivorella;Endopterygota;XP_047987637.1;0;0;1;0;0;2;PRD10
271;171605;Vanessa cardui;Endopterygota;XP_046960243.1;0;0;1;0;0;4;PRDM1
272;171605;Vanessa cardui;Endopterygota;XP_046960241.1;0;0;1;0;0;4;PRDM1
273;171605;Vanessa cardui;Endopterygota;XP_046960242.1;0;0;1;0;0;4;PRDM1
